Scenario_ID,Packet_ID,RSSI,Metric,Success
500,9,-60.99468712563586,59.00531287436414,1
500,10,-61.44295856560532,58.55704143439468,1
500,11,-68.11231289705731,51.88768710294269,1
500,12,-69.60482130898784,50.39517869101216,1
500,13,-71.4456668012194,48.5543331987806,1
500,14,-55.99445127115523,64.00554872884477,1
500,15,-66.46592102046323,53.53407897953677,1
500,16,-62.86959244364243,57.13040755635757,1
500,17,-66.41019223070822,53.58980776929178,1
500,18,-68.26276720447147,51.73723279552853,1
500,19,-62.78432488732484,57.21567511267516,1
500,20,-60.65054726470963,59.34945273529037,1
500,21,-72.3792637432703,47.6207362567297,1
500,22,-66.85205386162765,53.14794613837235,1
500,23,-54.088186025262374,65.91181397473763,1
500,24,-63.69857228449858,56.30142771550142,1
500,25,-68.46354695509493,51.53645304490507,1
500,26,-63.18874250924124,56.81125749075876,1
500,27,-63.31589875988983,56.68410124011017,1
500,28,-60.098613568843334,59.901386431156666,1
500,29,-59.99389264597515,60.00610735402485,1
500,30,-64.55154759687242,55.448452403127575,1
